,nan_rate,n_unique,std,outlier_rate_z5,family
spectral_contrast_1_mean,0.0,29752,0.9976030886662791,0.0,spectral
spectral_contrast_1_std,0.0,29752,0.46051153430634983,0.0006719526945303051,spectral
spectral_contrast_2_mean,0.0,29752,1.1714082030450872,0.00030237871253863726,spectral
spectral_contrast_2_std,0.0,29752,0.7080953415727924,0.00026878107781212203,spectral
spectral_contrast_3_mean,0.0,29752,1.1156472105495243,0.00040317161671818305,spectral
spectral_contrast_3_std,0.0,29752,0.7725242686390384,0.00013439053890606102,spectral
spectral_contrast_4_mean,0.0,29752,1.0778144851856375,0.0006047574250772745,spectral
spectral_contrast_4_std,0.0,29752,0.5481616763261934,0.0008735385028893966,spectral
spectral_contrast_5_mean,0.0,29752,1.3102727010196977,0.001478295927966671,spectral
spectral_contrast_5_std,0.0,29752,1.0743029526271755,0.0023518344308560675,spectral
spectral_contrast_6_mean,0.0,29752,13.131562851219178,0.0,spectral
spectral_contrast_6_std,0.0,29752,0.7007390439263148,0.00040317161671818305,spectral
spectral_entropy_iqr,0.0,29722,0.03808911373253641,0.00332616583792501,spectral
spectral_entropy_kurt,0.0,29752,2.525701532753273,0.0018142722752318237,spectral
spectral_entropy_max,0.0,29610,0.07811922826690755,0.0,spectral
spectral_entropy_mean,0.0,29752,0.027467402436582,0.00013439053890606102,spectral
spectral_entropy_median,0.0,29564,0.02313113111857657,0.00040317161671818305,spectral
spectral_entropy_min,0.0,26605,0.0861180855707942,0.0,spectral
spectral_entropy_skew,0.0,29752,0.6652643384325961,0.0006719526945303051,spectral
spectral_entropy_std,0.0,29752,0.023462129438366237,0.0,spectral
spectral_flatness_iqr,0.0,29749,0.014348168107753741,0.008936970837253057,spectral
spectral_flatness_kurt,0.0,29752,33.07405236345121,0.0037629350893697085,spectral
spectral_flatness_max,0.0,26367,0.2883171860156526,0.0,spectral
spectral_flatness_mean,0.0,29752,0.01309192519584066,0.0010751243112484881,spectral
spectral_flatness_median,0.0,29741,0.003415005351905421,0.0016798817363257628,spectral
spectral_flatness_min,0.0,29743,0.0004899649428665771,0.0009407337723424271,spectral
spectral_flatness_skew,0.0,29752,2.3247915800495047,0.00016798817363257627,spectral
spectral_flatness_std,0.0,29752,0.03525607295474026,0.0,spectral
spectral_flux_iqr,0.0,29742,0.9542466628745798,3.3597634726515254e-05,spectral
spectral_flux_kurt,0.0,29752,4.0416885327924525,0.003695739819916678,spectral
spectral_flux_max,0.0,29648,6.067377239356226,0.00036957398199166777,spectral
spectral_flux_mean,0.0,29752,1.2800053534253248,0.0,spectral
spectral_flux_median,0.0,29741,1.6328877308757395,0.0,spectral
spectral_flux_min,0.0,27032,0.6430982584396046,0.0005039645208977288,spectral
spectral_flux_skew,0.0,29752,0.6457363515208231,0.00047036688617121356,spectral
spectral_flux_std,0.0,29752,0.7385497348241603,0.0,spectral
spectral_hf_ratio_4000_mean,0.0,29752,0.03285673451511278,0.003292568203198495,spectral
spectral_hf_ratio_4000_std,0.0,29752,0.0679828404955651,0.0,spectral
spectral_hf_ratio_6000_mean,0.0,29752,0.020779764099874018,0.005812390807687139,spectral
spectral_hf_ratio_6000_std,0.0,29752,0.0474601829001758,0.0005039645208977288,spectral
spectral_rms_iqr,0.0,29743,0.007188483588557003,0.0,spectral
spectral_rms_kurt,0.0,29752,3.517303299974768,0.0032253729337454644,spectral
spectral_rms_max,0.0,29600,0.026034360315819103,0.00020158580835909153,spectral
spectral_rms_mean,0.0,29752,0.005886290789466663,0.0,spectral
spectral_rms_median,0.0,29721,0.007792552632248704,0.0,spectral
spectral_rms_min,0.0,26687,0.0023254785000809087,0.003729337454643193,spectral
spectral_rms_skew,0.0,29752,0.6321550772845033,0.0,spectral
spectral_rms_std,0.0,29752,0.00276679646102862,0.0,spectral
spectral_rolloff85_iqr,0.0,498,578.6278662121459,0.006954710388388657,spectral
spectral_rolloff85_kurt,0.0,28709,21.78724405638038,0.005745195538234108,spectral
spectral_rolloff85_max,0.0,238,1518.852416845483,0.0,spectral
spectral_rolloff85_mean,0.0,27164,375.6986919220653,0.0008063432334363661,spectral
spectral_rolloff85_median,0.0,97,147.27632758904778,0.006349952963311383,spectral
spectral_rolloff85_min,0.0,9,55.86922295315227,0.0,spectral
spectral_rolloff85_skew,0.0,28709,1.8331333987073257,0.0005711597903507594,spectral
spectral_rolloff85_std,0.0,28706,570.6258567714339,0.0,spectral
spectral_rolloff95_iqr,0.0,685,969.6791902874656,0.0069883080231151725,spectral
spectral_rolloff95_kurt,0.0,29001,11.9268344777843,0.004367692514446983,spectral
spectral_rolloff95_max,0.0,218,1018.6921239621495,0.0022846391614030374,spectral
spectral_rolloff95_mean,0.0,27874,487.4460460276925,0.0004367692514446983,spectral
spectral_rolloff95_median,0.0,161,296.5939182676836,0.005980378981319715,spectral
spectral_rolloff95_min,0.0,12,74.38058654846013,0.0,spectral
spectral_rolloff95_skew,0.0,29002,1.334490865662211,0.0009743314070689423,spectral
spectral_rolloff95_std,0.0,29000,553.8732645282885,0.0,spectral
spectral_slope_iqr,0.0,29752,2.859787087942069e-05,0.0,spectral
spectral_slope_kurt,0.0,29752,2.665875911029054,0.0015118935626931864,spectral
spectral_slope_max,0.0,28175,3.877781073650515e-05,0.0032589705684719795,spectral
spectral_slope_mean,0.0,29752,2.5822959534573035e-05,0.0,spectral
spectral_slope_median,0.0,29752,2.9489764008859946e-05,0.0,spectral
spectral_slope_min,0.0,29752,9.85059535056813e-05,0.0,spectral
spectral_slope_skew,0.0,29752,0.565291469489005,0.0,spectral
spectral_slope_std,0.0,29752,1.2838005509439228e-05,0.00010079290417954576,spectral
spectral_zcr_iqr,0.0,866,0.03555879796627241,0.0052076333826098645,spectral
spectral_zcr_kurt,0.0,29734,8.445522486775088,0.00023518344308560678,spectral
spectral_zcr_max,0.0,307,0.16961142154096967,0.0,spectral
spectral_zcr_mean,0.0,28821,0.029747343619845792,0.001478295927966671,spectral
spectral_zcr_median,0.0,114,0.015243438856886747,0.002922994221206827,spectral
spectral_zcr_min,0.0,17,0.006291254160873788,3.3597634726515254e-05,spectral
spectral_zcr_skew,0.0,29734,1.1185927682366563,0.0,spectral
spectral_zcr_std,0.0,29734,0.04409909962185495,0.0,spectral
